#TYPE System.Management.Automation.PSCustomObject
"Name","Group"
"Agray3","UK-SG 688_ALL"
"Agray3","UK-SG REA_ICE_ALL"
"Agray3","UK-SG SMS OtherTaxAll"
"Agray3","UK-SG ADMIN_CIM TARGETING"
"Agray3","UK-SG CWH_IG_ALL"
"Agray3","UK-SG 527_ALL"
"Agray3","UK-SG STIG_WIP_ALL"
"Agray3","UK-SG PUD_ST&DS_ADMIN_SHARED"
"Agray3","UK-SG 667_ALL"
"Agray3","UK-SG 967_ALL"
"Agray3","UK-SG 878_ALL"
"Agray3","uk-sg Corp_Tax_Comp_Pud"
"Agray3","UK-SG SMS Personal Tax Users"
"Agray3","UK-SG SMS TaxAll"
"KCorbett","UK-SG Alphatax Loader Site Administrator"
"KCorbett","UK-SG Alphatax Loader CTC User"
"KCorbett","UK-SG Alphatax Loader KGS User"
"KCorbett","UK-SG Alphatax Loader CTC SuperUser"
"KCorbett","UK-SG Alphatax Loader KGS SuperUser"
"KCorbett","UK-SG Alphatax Loader KGS Secondee"
"KCorbett","UK-SG Alphatax Loader Support"
"KCorbett","UK-SG SCCM KGS Alphatax Users"
"KCorbett","UK-SG AAD EXO Journaling"
"KCorbett","UK-SG Intune App - NowSpace Pilot"
"KCorbett","UK-DL Be Mindful Network - Scotland"
"KCorbett","UK-DL Mobile Device Upgrade 3"
"KCorbett","UK-DL S&D Infrastructure"
"KCorbett","UK-SG SCCM WorkSite Macro Update Users"
"KCorbett","GO-SG MC Delivery Backbone Users Regional EMA"
"KCorbett","UK-SG HMRC_GMSHOPS_UK_Temp"
"KCorbett","UK-SG AAD GBL - Office 365 Multi Geo"
"KCorbett","UK-SG SCCM ADLookup Users"
"KCorbett","UK-DL O365 Users"
"KCorbett","UK-DL Clara server downtime"
"KCorbett","UK-DL Source Comms B-E"
"KCorbett","UK-DL Source Comms"
"KCorbett","UK-SG HMRC_CTC_UK_NEW"
"KCorbett","UK-SG SCCM Visio 2013 Std Removal Users"
"KCorbett","UK-SG HMRC_CTC_Offshore"
"KCorbett","UK-SG TECHS_ADMIN_TECHSALL_CRS"
"KCorbett","UK-SG OneDrive Users"
"KCorbett","UK-DL S&D Grade E"
"KCorbett","UK-SG SBA IRIS"
"KCorbett","UK-DL All E Grades"
"KCorbett","UK-DL S&D App Maintenance & Support"
"KCorbett","UK-DL S&D Regions All"
"KCorbett","GO-SG Alex User"
"KCorbett","UK-SG MobileIron Test Group"
"KCorbett","UK-SG AAD GBL - Office 365 Enterprise E3 - SPO"
"KCorbett","UK-DL Pccportalbounceback"
"KCorbett","UK-DL JCC D&E ALL"
"KCorbett","UK-SG Intune Exchange Online Outlook Users"
"KCorbett","UK-SG Intune Mobile Users"
"KCorbett","UK-SG UKNASDATA11_TAXDEVLANARCHIVE"
"KCorbett","UK-DL TechS Service Delivery"
"KCorbett","UK-SG AAD GBL - Dynamic CRM Essentials"
"KCorbett","UK-SG AAD GBL - Enterprise Mobility Security E3"
"KCorbett","UK-SG AAD GBL - Office 365 Enterprise E3"
"KCorbett","UK-SG Privileged Tax Role Intelledox Manage UAT"
"KCorbett","UK-SG Privileged Tax Role Intelledox Manage"
"KCorbett","UK-SG Privileged Tax Role Intelledox UAT"
"KCorbett","UK-SG Windows 10 AppSense Elevation"
"KCorbett","UK-DL Solutions Staff All"
"KCorbett","UK-SG HMRC_GMSHOPS_UK"
"KCorbett","UK-DL Be Mindful Network"
"KCorbett","UK-SG HMRC_PA_UK"
"KCorbett","UK-SG VDI LPR KPMG-WINDOWS-10-VDI-POC"
"KCorbett","UK-SG HMRC_GMS_UK"
"KCorbett","UK-SG HMRC_PCC_UK"
"KCorbett","UK-DL D&E Client Facing"
"KCorbett","UK-SG CompAnalyser_SRT"
"KCorbett","UK-DL TTG Ops"
"KCorbett","UK-DL 2016 Bonus - E_D grades"
"KCorbett","UK-SG SCCM 2012 Dynamics CRM 2016 Install"
"KCorbett","UK-DL JCC - D&E ALL"
"KCorbett","UK-DL Solutions E grades"
"KCorbett","UK-DL Non-Registered Wiggle 2"
"KCorbett","UK-SG VDI TAX live full clones"
"KCorbett","UK-SG VDI PKI TEMP"
"KCorbett","GO-SG MY360 AMS Users"
"KCorbett","UK-DL BUPA Members 2015"
"KCorbett","UK-DL Tax Central & CTT E grades"
"KCorbett","UK-SG Global Delivery Backbone Users"
"KCorbett","UK-DL The Academy E2"
"KCorbett","UK-DL The Academy All"
"KCorbett","UK-SG SCCM Autonomy Worksite V9"
"KCorbett","UK-DL WorkSite TAX Contacts"
"KCorbett","UK-SG MS2012 RDS ServerAccessPortal - ProdDMZ"
"KCorbett","UK-SG MS2012 RDS ServerAccessPortal - DevDMZ"
"KCorbett","UK-SG TaxWorkflow_Support"
"KCorbett","UK-SG MS2012 RDS ServerAccessPortal - Development"
"KCorbett","UK-DL Data Cleanse"
"KCorbett","UK-DL ITS Major Incident Notification"
"KCorbett","UK-SG SCCM Project 2013"
"KCorbett","UK-SG SCCM Microsoft Visio 2010"
"KCorbett","UK-SG SCCM Microsoft Visio Standard 2013"
"KCorbett","UK-SG SCCM Cisco Agent Desktop"
"KCorbett","UK-SG SCCM Corporate Tax Compliance Users"
"KCorbett","UK-SG MS2012 Lync Project Deployment Group - Glasgow"
"KCorbett","UK-SG UKTAX VDI"
"KCorbett","UK-SG SDS Digita Tax Software Users"
"KCorbett","UK-SG TAXEXCEPTIONS_OFFICES_MAN_PCM"
"KCorbett","UK-SG STDSMAN_Admin_PCM"
"KCorbett","UK-SG MobileIron ITSNet WiFi Users"
"KCorbett","UK-SG Adobe Acrobat JavaScript setting"
"KCorbett","UK-DL NewLaptops_Glasgow"
"KCorbett","UK-SG_TAXRDS_RDSupport"
"KCorbett","UK-DL BUPA Members"
"KCorbett","UK-DL MobileIron Users"
"KCorbett","UK-SG TibbrUser"
"KCorbett","UK-SG_TAXRDS_RDU"
"KCorbett","UK-SG_TAXRDS_Digita"
"KCorbett","UK-SG_TAXRDS_Alphatax"
"KCorbett","UK-SG TaxWorkflow"
"KCorbett","UK-SG TaxExceptions W drive Users"
"KCorbett","UK-SG Share_Drives_Read_Write_Access"
"KCorbett","UK-SG Share_Drives_Read_Only_Access_Manual_Users"
"KCorbett","UK-DL TTG Workflow Development"
"KCorbett","UK-SG 625_TAX_Exclusive_ALL"
"KCorbett","UK-SG MFAT Users"
"KCorbett","UK-DL TTG PML"
"KCorbett","UK-DL ALL UK Staff"
"KCorbett","UK-SG EIG_K_KPMG"
"KCorbett","UK-SG Digita TS3"
"KCorbett","UK-SG Certificate Based SSLVPN Authentication"
"KCorbett","UK-SG Alphatax TTG Users"
"KCorbett","UK-SG Digita Support"
"KCorbett","UK-SG MobileIron Users"
"KCorbett","UK-DL Global People Survey"
"KCorbett","UK-SG Gains PCC"
"KCorbett","UK-DL All UK Employees"
"KCorbett","UK-DL ALL TAX UK"
"KCorbett","UK-SG TAX_CTX_USERS"
"KCorbett","UK-DL TTG Glasgow"
"KCorbett","UK-SG Alphatax Watford Users"
"KCorbett","UK-DL Private Client E Grades"
"KCorbett","UK-SG ADMIN_EIG CONFIDENTIAL_EXC"
"KCorbett","UK-SG 636_ALL"
"KCorbett","UK-SG 741_ALL"
"KCorbett","UK-DL Interwoven IES KPMG Restricted"
"KCorbett","UK-SG GLA_GLATAXWHITE_WIP"
"KCorbett","UK-DL PS PC Scotland Support"
"KCorbett","UK-SG Digita Users"
"KCorbett","UK-SG TAXSHARED_ADMIN_701_CORPORATE TAX"
"KCorbett","UK-SG ST&DS_PFS_All"
"KCorbett","UK-SG NEW_TAX_ALL"
"KCorbett","UK-SG PRMBus_alldata"
"KCorbett","UK-SG GLA_CIM_ALL"
"KCorbett","UK-SG ADMIN_650"
"KCorbett","UK-SG 591_ALL"
"KCorbett","UK-DL Interwoven IES"
"KCorbett","UK-DL Interwoven PCC"
"KCorbett","UK-DL UK Support DL List"
"KCorbett","UK-SG KPMG_OPI_TAX_SHARES_ALL"
"KCorbett","UK-DL Service Failure UK"
"KCorbett","UK-SG ADMIN_TECHNOLOGY"
"KCorbett","UK-SG FS_GLAS_PFS"
"KCorbett","UK-DL Carers Network"
"KCorbett","UK-SG Digita IES"
"KCorbett","UK-SG Digita KPMG Restricted"
"KCorbett","UK-SG Digita Watford Secure"
"KCorbett","UK-SG Digita Main"
"KCorbett","UK-SG TAXPOINT_USERS"
"KCorbett","UK-SG PFS_ALL"
"KCorbett","UK-SG AUDIT_ALLDATA"
"KCorbett","UK-SG EDI_MRD_AUDIT"
"KCorbett","UK-SG EDI_STDS_ALPHATAX"
"KCorbett","UK-SG FS_ENVY"
"KCorbett","UK-SG KPMG Users"
"KCorbett","UK-SG KM Users"
"KCorbett","UK-SG Lighthouse Glasgow Desktop Users"
"KCorbett","UK-SG GLA_MRD_TAX"
"KCorbett","UK-SG 643_ALL"
"KCorbett","UK-SG KPMG_TTG_Support"
"KCorbett","UK-SG Digita Speed Test"
"KCorbett","UK-SG NEW_CIM_ALL"
"KCorbett","uk-DL Digita (Main)"
"KCorbett","UK-SG Personal Tax Users EIG"
"KCorbett","UK-SG 635_ALL"
"KCorbett","UK-SG GLA_PFS_TAXPOINT_USERS"
"KCorbett","UK-SG ST&DS_EIG"
"KCorbett","UK-SG GLA_GLATAXWHITE_ALL"
"KCorbett","UK-SG GLA_MRD_ALPHATAX"
"KCorbett","UK-SG EDI_CIM_ALL"
"KCorbett","UK-SG GLA_GLATAXWHITE_ADMIN"
"KCorbett","UK-SG EDI_MRD_CONSULTANTS"
"KCorbett","UK-SG PCC Tax_Terminal Services_Users"
"KCorbett","UK-SG TAXADMIN_ALL"
"KCorbett","UK-SG ADMIN_UK TAX ADMINISTRATOR INFORMATION"
"KCorbett","UK-SG PUD_TAX_NECT_FTP"
"KCorbett","UK-SG ADMIN_701_PENNY ROY"
"KCorbett","UK-SG SMS Trust Tax Users"
"KCorbett","UK-DL Glasgow Processing Centre-Rest of England Amend"
"KCorbett","UK-SG TAX_H_Glasgow_MrdGlaTax_MAP"
"KCorbett","UK-SG MGD_Tax_PC_Admins"
"KCorbett","UK-SG STUDENTS"
"KCorbett","UK-SG TAX_H_Glasgow_PfsGlaTax_MAP"
"KCorbett","UK-SG EDI_STDS_CONSULTANTS"
"KCorbett","UK-SG ST&DS_IndTax"
"KCorbett","UK-SG PPFS_MAP"
"KCorbett","UK-DL Glasgow Processing Centre-Amend Scotland Amend"
"KCorbett","UK-SG EDI_MRD_TAX"
"KCorbett","UK-SG 596_ALL"
"KCorbett","UK-SG 631_ALL"
"KCorbett","UK-DL Glasgow Processing Centre-Cambridge London Amend"
"KCorbett","UK-DL Glasgow Office All"
"KCorbett","UK-SG 649_ALL"
"KCorbett","UK-SG ALPHATAX_USERS_TAXCONS"
"KCorbett","UK-SG ADMIN_279"
"KCorbett","UK-SG SMS TAX_FDGAINS_ALL"
"KCorbett","UK-DL PC Compliance Centre Glasgow"
"KCorbett","UK-SG 282_ALL"
"KCorbett","UK-SG TAXPOINT_NORTH"
"KCorbett","UK-SG 644_ALL"
"KCorbett","UK-SG TAX_PUD_ALL"
"KCorbett","UK-SG ADMIN_HANDS"
"KCorbett","UK-SG 017_ALL"
"KCorbett","UK-SG ABE_CIM_ALL"
"KCorbett","UK-SG EDI_TAX_ALL"
"KCorbett","UK-SG ScotlandTRAMS Users"
"KCorbett","UK-SG STO_OMB_ALL"
"KCorbett","UK-SG 887_ALL"
"KCorbett","UK-SG SCOTLAND TRAMS USERS"
"KCorbett","UK-SG 789_ALL"
"KCorbett","UK-SG 014_ALL"
"KCorbett","UK-SG 646_ALL"
"KCorbett","UK-SG GLASGOW PROCESSING CENTRE"
"KCorbett","UK-SG SMS ALPHATAX"
"KCorbett","UK-SG MAN_TAX_ALL"
"KCorbett","UK-SG 656_ALL"
"KCorbett","UK-SG GLA_PFS_ALL"
"KCorbett","UK-SG 651_ALL"
"KCorbett","UK-SG LEE_TAX_ALL"
"KCorbett","UK-SG 805_ALL"
"KCorbett","UK-SG 647_ALL"
"KCorbett","UK-SG ADMIN_TRL ACCOUNT PLANS"
"KCorbett","UK-SG TAXPOINT_CENTRALWEST"
"KCorbett","UK-SG SMS OtherTaxAll"
"KCorbett","UK-SG Tax Test Users"
"KCorbett","uk-sg Corp_Tax_Comp_Pud"
"KCorbett","UK-SG SMS Personal Tax Users"
"KCorbett","UK-SG SMS TaxAll"
"pboyd1","UK-SG Alphatax Loader Site Administrator"
"pboyd1","UK-SG Alphatax Loader CTC User"
"pboyd1","UK-SG Alphatax Loader KGS User"
"pboyd1","UK-SG Alphatax Loader CTC SuperUser"
"pboyd1","UK-SG Alphatax Loader KGS SuperUser"
"pboyd1","UK-SG Alphatax Loader KGS Secondee"
"pboyd1","UK-SG Alphatax Loader Support"
"pboyd1","UK-SG SCCM KGS Alphatax Users"
"pboyd1","UK-SG KAEM Support Teams"
"pboyd1","UK-SG AAD EXO Journaling"
"pboyd1","UK-SG Intune App - NowSpace Pilot"
"pboyd1","UK-DL Mobile Device Upgrade 3"
"pboyd1","UK-DL S&D Infrastructure"
"pboyd1","UK-SG SCCM WorkSite Macro Update Users"
"pboyd1","GO-SG MC Delivery Backbone Users Regional EMA"
"pboyd1","UK-SG HMRC_GMSHOPS_UK_Temp"
"pboyd1","UK-SG AAD GBL - Office 365 Multi Geo"
"pboyd1","UK-SG SCCM ADLookup Users"
"pboyd1","UK-DL O365 Users"
"pboyd1","UK-DL Source Comms B-E"
"pboyd1","UK-DL Source Comms"
"pboyd1","UK-SG HMRC_CTC_UK_NEW"
"pboyd1","UK-SG TECHS_ADMIN_TECHSALL_CRS"
"pboyd1","UK-SG OneDrive Users"
"pboyd1","UK-DL S&D Grade E"
"pboyd1","UK-SG SBA IRIS"
"pboyd1","UK-DL All E Grades"
"pboyd1","UK-DL S&D App Maintenance & Support"
"pboyd1","UK-DL S&D Regions All"
"pboyd1","GO-SG Alex User"
"pboyd1","UK-SG MobileIron Test Group"
"pboyd1","UK-SG AAD GBL - Office 365 Enterprise E3 - SPO"
"pboyd1","UK-SG AAD GBL - Power BI Free"
"pboyd1","UK-DL JCC D&E ALL"
"pboyd1","UK-SG Intune Exchange Online Outlook Users"
"pboyd1","UK-SG Intune Mobile Users"
"pboyd1","UK-SG UKNASDATA11_TAXDEVLANARCHIVE"
"pboyd1","UK-DL TechS Service Delivery"
"pboyd1","UK-SG AAD GBL - Dynamic CRM Essentials"
"pboyd1","UK-SG AAD GBL - Enterprise Mobility Security E3"
"pboyd1","UK-SG AAD GBL - Office 365 Enterprise E3"
"pboyd1","UK-SG Privileged Tax Role Intelledox Manage UAT"
"pboyd1","UK-SG Privileged Tax Role Intelledox Manage"
"pboyd1","UK-SG Windows 10 AppSense Elevation"
"pboyd1","UK-SG MS SCOM AlphaTax Team"
"pboyd1","UK-DL Solutions Staff All"
"pboyd1","UK-SG HMRC_GMSHOPS_UK"
"pboyd1","UK-SG HMRC_PA_UK"
"pboyd1","UK-SG VDI LPR KPMG-WINDOWS-10-VDI-POC"
"pboyd1","UK-SG HMRC_GMS_UK"
"pboyd1","UK-SG HMRC_PCC_UK"
"pboyd1","UK-DL D&E Client Facing"
"pboyd1","UK-SG CompAnalyser_SRT"
"pboyd1","UK-DL 2016 Bonus - E_D grades"
"pboyd1","UK-SG SCCM 2012 Dynamics CRM 2016 Install"
"pboyd1","UK-DL JCC - D&E ALL"
"pboyd1","UK-DL Solutions E grades"
"pboyd1","UK-SG SCCM Cisco Agent Desktop V9"
"pboyd1","UK-DL The Academy E1"
"pboyd1","UK-SG VDI TAX live full clones"
"pboyd1","UK-SG MS2012 SCOM Web Console AlphaTax Team"
"pboyd1","GO-SG MC Delivery Backbone Users EMA"
"pboyd1","UK-SG Global Delivery Backbone Users"
"pboyd1","UK-DL The Academy All"
"pboyd1","UK-SG SCCM Autonomy Worksite V9"
"pboyd1","UK-DL WorkSite TAX Contacts"
"pboyd1","UK-SG MS2012 RDS ServerAccessPortal - ProdDMZ"
"pboyd1","UK-SG SCCM Project 2007"
"pboyd1","UK-SG MS2012 RDS ServerAccessPortal - DevDMZ"
"pboyd1","UK-SG Alphatax CoE Users"
"pboyd1","UK-SG TaxWorkflow_Support"
"pboyd1","UK-SG MS2012 RDS ServerAccessPortal - Development"
"pboyd1","UK-DL ITS Major Incident Notification"
"pboyd1","UK-SG SCCM Corporate Tax Compliance Users"
"pboyd1","UK-SG UKTAX VDI"
"pboyd1","UK-SG SDS Digita Tax Software Users"
"pboyd1","UK-SG MobileIron ITSNet WiFi Users"
"pboyd1","UK-SG Adobe Acrobat JavaScript setting"
"pboyd1","UK-SG_TAXRDS_RDSupport"
"pboyd1","UK-DL MobileIron Users"
"pboyd1","UK-SG TibbrUser"
"pboyd1","UK-SG_TAXRDS_IE9"
"pboyd1","UK-SG_TAXRDS_RDU"
"pboyd1","UK-SG_TAXRDS_Digita"
"pboyd1","UK-SG_TAXRDS_Alphatax"
"pboyd1","UK-SG_TAXRDS_SequenceWorkflow"
"pboyd1","UK-SG_TAXRDS_AdobePro9"
"pboyd1","UK-SG TaxWorkflow"
"pboyd1","UK-SG_TAXRDS_MSOffice2007"
"pboyd1","UK-SG TaxExceptions W drive Users"
"pboyd1","UK-SG Share_Drives_Read_Write_Access"
"pboyd1","UK-SG Share_Drives_Read_Only_Access_Manual_Users"
"pboyd1","UK-SG 625_TAX_Exclusive_ALL"
"pboyd1","UK-SG MFAT Users"
"pboyd1","UK-DL ALL UK Staff"
"pboyd1","UK-SG STDSPUDAPP_PAYROLL_STAR PAYROLL CLIENTS"
"pboyd1","UK-SG Digita TS3"
"pboyd1","UK-SG Certificate Based SSLVPN Authentication"
"pboyd1","UK-SG Alphatax TTG Users"
"pboyd1","UK-SG Digita Support"
"pboyd1","UK-SG EXL CPM Test Users"
"pboyd1","UK-SG MobileIron Users"
"pboyd1","UK-SG PENSIONS_ADMIN_USERS_ADM"
"pboyd1","UK-SG TAX_CTX_USERS"
"pboyd1","UK-DL TTG Glasgow"
"pboyd1","UK-SG Gains LH2"
"pboyd1","UK-SG Digita SuperUsers"
"pboyd1","UK-SG Alphatax Watford Users"
"pboyd1","UK-SG PEG_ALL"
"pboyd1","UK-SG Digita Users"
"pboyd1","UK-SG FA_WIP_ALL"
"pboyd1","UK-SG PRMBus_alldata"
"pboyd1","UK-SG GLA_OMB_ALL"
"pboyd1","UK-SG ADMIN_GEN_ACCOUNTSPREP_PENSIONS"
"pboyd1","UK-DL Interwoven IES"
"pboyd1","UK-DL Interwoven PCC"
"pboyd1","UK-SG DMS Citrix Pilot Users"
"pboyd1","UK-SG TRT_TEAM_WORKING"
"pboyd1","UK-SG ADMIN_TECHNOLOGY"
"pboyd1","UK-SG Digita IES"
"pboyd1","UK-SG Digita KPMG Restricted"
"pboyd1","UK-SG Digita Watford Secure"
"pboyd1","UK-SG Digita Main"
"pboyd1","UK-SG Digita TS5"
"pboyd1","UK-SG EDI_STDS_ALPHATAX"
"pboyd1","UK-SG KPMG Users"
"pboyd1","UK-SG FAS_FA_ALL"
"pboyd1","UK-SG KM Users"
"pboyd1","UK-SG 398_ALL"
"pboyd1","UK-SG Digita Speed Test"
"pboyd1","UK-SG HR_I&G"
"pboyd1","UK-SG TRT_TRAINING"
"pboyd1","UK-SG TRT_TECHNICAL"
"pboyd1","UK-SG GLA_MRD_ALPHATAX"
"pboyd1","UK-SG ADMIN_ADMIN FS CTAS"
"pboyd1","UK-SG HR_REVIEW_MRD"
"pboyd1","UK-SG CWH_FS_BOS_USER"
"pboyd1","UK-SG 528_ALL"
"pboyd1","UK-SG ALPHATAX_625"
"pboyd1","UK-SG ALPHATAX_600"
"pboyd1","UK-SG SMS Trust Tax Users"
"pboyd1","UK-DL Glasgow Office All"
"pboyd1","UK-SG HR_MRD"
"pboyd1","UK-SG CIM_SSQ_ALL"
"pboyd1","UK-SG TAX_PUD_ALL"
"pboyd1","UK-SG HR_REVIEW_FS"
"pboyd1","UK-SG ADMIN_FSAP LONDON ADMIN"
"pboyd1","UK-SG ADMIN_SHARED_KAT2"
"pboyd1","UK-SG TRT_TOOLKIT"
"pboyd1","UK-SG SMS ALPHATAX"
"pboyd1","UK-SG MAN_TAX_ALL"
"pboyd1","UK-SG GLA_PFS_ALL"
"pboyd1","UK-SG TRT_QUALITY"
"pboyd1","UK-SG 805_ALL"
"pboyd1","UK-SG TAX_FDSGAINS_ALL"
"pboyd1","UK-SG Pre2000"
"pboyd1","UK-SG FAS_TRT_ALL"
"pboyd1","UK-SG BOS_USER"
"pboyd1","UK-SG 883_ALL"
"pboyd1","UK-SG SMS OtherTaxAll"
"pboyd1","UK-SG ADMIN_CIM TARGETING"
"pboyd1","UK-SG CWH_IG_ALL"
"pboyd1","UK-SG SMS Peoplesoft"
"pboyd1","UK-SG PUD_ST&DS_ADMIN_SHARED"
"pboyd1","UK-SG ST&DS_ALL"
"pboyd1","UK-SG BIR_PEN_ALL"
"pboyd1","UK-SG 667_ALL"
"pboyd1","UK-SG CLIENT_NON_STARS_TRANS"
"pboyd1","UK-SG CWH_FS_SPLIT_TEST"
"pboyd1","UK-SG 967_ALL"
"pboyd1","UK-SG CWH_FS_ALL"
"pboyd1","UK-SG 879_ALL"
"pboyd1","UK-SG 878_ALL"
"pboyd1","UK-SG SMS TaxAll"
"akhan46","UK-SG Alphatax Loader Site Administrator"
"akhan46","UK-SG Alphatax Loader CTC User"
"akhan46","UK-SG Alphatax Loader KGS User"
"akhan46","UK-SG Alphatax Loader CTC SuperUser"
"akhan46","UK-SG Alphatax Loader KGS SuperUser"
"akhan46","UK-SG Alphatax Loader KGS Secondee"
"akhan46","UK-SG Alphatax Loader Support"
"akhan46","UK-SG SCCM KGS Alphatax Users"
"akhan46","UK-SG KAEM Support Teams"
"akhan46","UK-SG AAD EXO Journaling"
"akhan46","UK-SG Intune App - NowSpace Pilot"
"akhan46","UK-DL Mobile Device Upgrade 3"
"akhan46","UK-DL S&D Infrastructure"
"akhan46","UK-SG SCCM WorkSite Macro Update Users"
"akhan46","GO-SG MC Delivery Backbone Users Regional EMA"
"akhan46","UK-SG HMRC_GMSHOPS_UK_Temp"
"akhan46","UK-SG SCCM Cisco Anyconnect Users Fix"
"akhan46","UK-SG AAD GBL - Office 365 Multi Geo"
"akhan46","UK-SG SCCM ADLookup Users"
"akhan46","UK-DL O365 Users"
"akhan46","UK-DL Source Comms B-E"
"akhan46","UK-DL Source Comms"
"akhan46","UK-SG HMRC_CTC_UK_NEW"
"akhan46","UK-SG SCCM Visio 2013 Std Removal Users"
"akhan46","UK-SG HMRC_CTC_Offshore"
"akhan46","UK-SG TECHS_ADMIN_TECHSALL_CRS"
"akhan46","UK-SG OneDrive Users"
"akhan46","UK-DL S&D Grade E"
"akhan46","UK-SG SBA IRIS"
"akhan46","UK-DL All E Grades"
"akhan46","UK-DL S&D App Maintenance & Support"
"akhan46","UK-DL S&D Regions All"
"akhan46","GO-SG Alex User"
"akhan46","UK-SG MobileIron Test Group"
"akhan46","UK-SG AAD GBL - Office 365 Enterprise E3 - SPO"
"akhan46","UK-DL Pccportalbounceback"
"akhan46","UK-DL JCC D&E ALL"
"akhan46","UK-SG Intune Exchange Online Outlook Users"
"akhan46","UK-SG Intune Mobile Users"
"akhan46","UK-SG UKNASDATA11_TAXDEVLANARCHIVE"
"akhan46","UK-DL TechS Service Delivery"
"akhan46","UK-SG AAD GBL - Dynamic CRM Essentials"
"akhan46","UK-SG AAD GBL - Enterprise Mobility Security E3"
"akhan46","UK-SG AAD GBL - Office 365 Enterprise E3"
"akhan46","UK-SG Privileged Tax Role Intelledox Manage UAT"
"akhan46","UK-SG Privileged Tax Role Intelledox Manage"
"akhan46","UK-SG Privileged Tax Role Intelledox UAT"
"akhan46","UK-DL Solutions Staff All"
"akhan46","UK-SG HMRC_GMSHOPS_UK"
"akhan46","UK-SG HMRC_PA_UK"
"akhan46","UK-SG VDI LPR KPMG-WINDOWS-10-VDI-POC"
"akhan46","UK-SG HMRC_GMS_UK"
"akhan46","UK-SG HMRC_PCC_UK"
"akhan46","UK-DL TMT ALL"
"akhan46","UK-DL D&E Client Facing"
"akhan46","UK-SG CompAnalyser_SRT"
"akhan46","UK-DL 2016 Bonus - E_D grades"
"akhan46","UK-SG SCCM 2012 Dynamics CRM 2016 Install"
"akhan46","UK-DL JCC - D&E ALL"
"akhan46","UK-DL ISOC London Brothers"
"akhan46","UK-DL Solutions E grades"
"akhan46","UK-DL IMG B2C E grades"
"akhan46","UK-SG SCCM Cisco Agent Desktop V9"
"akhan46","GB-SG XXE-Requester"
"akhan46","UK-DL Islamic Society Scotland"
"akhan46","UK-DL The Academy E1"
"akhan46","UK-SG VDI TAX live full clones"
"akhan46","UK-SG Alphatax CoE Admin"
"akhan46","UK-DL Tax Central & CTT E grades"
"akhan46","UK-SG Global Delivery Backbone Users"
"akhan46","UK-SG SCCM Autonomy Worksite V9"
"akhan46","UK-DL WorkSite TAX Contacts"
"akhan46","UK-SG SCCM Project 2007"
"akhan46","UK-SG TaxWorkflow_Support"
"akhan46","UK-DL ITS Major Incident Notification"
"akhan46","UK-SG SCCM Microsoft Visio Standard 2013"
"akhan46","UK-SG SCCM Corporate Tax Compliance Users"
"akhan46","UK-SG UKTAX VDI"
"akhan46","UK-SG SDS Digita Tax Software Users"
"akhan46","UK-SG MobileIron ITSNet WiFi Users"
"akhan46","UK-SG Adobe Acrobat JavaScript setting"
"akhan46","UK-SG_TAXRDS_RDSupport"
"akhan46","UK-SG FTECH TSGateway Users"
"akhan46","UK-SG Worksite & EMM ITS"
"akhan46","UK-SG WorkSite & EMM Tax"
"akhan46","UK-DL MobileIron Users"
"akhan46","UK-SG TibbrUser"
"akhan46","UK-SG_TAXRDS_IE9"
"akhan46","UK-SG_TAXRDS_RDU"
"akhan46","UK-SG_TAXRDS_Digita"
"akhan46","UK-SG_TAXRDS_Alphatax"
"akhan46","UK-SG_TAXRDS_SequenceWorkflow"
"akhan46","UK-SG_TAXRDS_AdobePro9"
"akhan46","UK-SG TaxWorkflow"
"akhan46","UK-SG_TAXRDS_MSOffice2007"
"akhan46","UK-SG TaxExceptions W drive Users"
"akhan46","UK-SG Share_Drives_Read_Write_Access"
"akhan46","UK-SG Share_Drives_Read_Only_Access_Manual_Users"
"akhan46","UK-SG 625_TAX_Exclusive_ALL"
"akhan46","UK-SG MFAT Users"
"akhan46","UK-DL ALL UK Staff"
"akhan46","UK-SG STDSPUDAPP_PAYROLL_STAR PAYROLL CLIENTS"
"akhan46","UK-SG Digita TS3"
"akhan46","UK-SG Certificate Based SSLVPN Authentication"
"akhan46","UK-SG Alphatax TTG Users"
"akhan46","UK-SG Digita Support"
"akhan46","UK-SG EXL CPM Test Users"
"akhan46","UK-SG MobileIron Users"
"akhan46","UK-SG PENSIONS_ADMIN_USERS_ADM"
"akhan46","UK-SG TAX_CTX_USERS"
"akhan46","UK-DL TTG Glasgow"
"akhan46","UK-SG Gains LH2"
"akhan46","UK-SG Alphatax Watford Users"
"akhan46","UK-SG PEG_ALL"
"akhan46","UK-SG Digita Users"
"akhan46","UK-SG PRMBus_alldata"
"akhan46","UK-SG GLA_OMB_ALL"
"akhan46","UK-DL Interwoven PCC"
"akhan46","UK-SG DMS Citrix Pilot Users"
"akhan46","UK-SG TRT_TEAM_WORKING"
"akhan46","UK-SG ADMIN_TECHNOLOGY"
"akhan46","UK-SG Digita IES"
"akhan46","UK-SG Digita KPMG Restricted"
"akhan46","UK-SG Digita Watford Secure"
"akhan46","UK-SG Digita Main"
"akhan46","UK-SG Digita TS5"
"akhan46","UK-SG OPISHARED_OPITRAINING"
"akhan46","UK-SG EDI_STDS_ALPHATAX"
"akhan46","UK-SG OPIAPP_OPITRG"
"akhan46","UK-SG KPMG Users"
